,movie_id,movie_title,rel_date,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rel_year,numMovieRatings,avgRating
41,42,Clerks (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,148,3.8041
461,462,Like Water For Chocolate (Como agua para chocolate) (1992),01-Jan-1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1992,148,3.8041
125,126,"Spitfire Grill, The (1996)",06-Sep-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,97,3.8041
257,258,Contact (1997),11-Jul-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1997,509,3.8035
292,293,Donnie Brasco (1997),28-Feb-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997,147,3.8027
968,969,Winnie the Pooh and the Blustery Day (1968),01-Jan-1968,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,75,3.8
6,7,Twelve Monkeys (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,392,3.7985
485,486,Sabrina (1954),01-Jan-1954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1954,64,3.7969
96,97,Dances with Wolves (1990),01-Jan-1990,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1990,256,3.793
683,684,In the Line of Fire (1993),01-Jan-1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,169,3.7929
267,268,Chasing Amy (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997,255,3.7922
587,588,Beauty and the Beast (1991),01-Jan-1991,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,202,3.7921
918,919,"City of Lost Children, The (1995)",01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,96,3.7917
490,491,"Adventures of Robin Hood, The (1938)",01-Jan-1938,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,67,3.791
31,32,Crumb (1994),01-Jan-1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,81,3.7901
152,153,"Fish Called Wanda, A (1988)",01-Jan-1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,247,3.7854
70,71,"Lion King, The (1994)",01-Jan-1994,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994,220,3.7818
14,15,Mr. Holland's Opus (1995),29-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,293,3.7782
468,469,Short Cuts (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,67,3.7761
233,234,Jaws (1975),01-Jan-1975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1975,280,3.775
1100,1101,Six Degrees of Separation (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1993,74,3.7703
431,432,Fantasia (1940),01-Jan-1940,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1940,174,3.7701
51,52,"Madness of King George, The (1994)",01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,91,3.7692
516,517,Manhattan (1979),01-Jan-1979,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1979,91,3.7692
297,298,Face/Off (1997),27-Jun-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997,194,3.768
142,143,"Sound of Music, The (1965)",01-Jan-1965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1965,222,3.7658
659,660,Fried Green Tomatoes (1991),01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991,153,3.7647
201,202,Groundhog Day (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,280,3.7643
153,154,Monty Python's Life of Brian (1979),01-Jan-1979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,174,3.7471
256,257,Men in Black (1997),04-Jul-1997,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,303,3.7459
613,614,Giant (1956),01-Jan-1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1956,51,3.7451
424,425,Bob Roberts (1992),01-Jan-1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,85,3.7412
220,221,Breaking the Waves (1996),15-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,74,3.7297
846,847,Looking for Richard (1996),11-Oct-1996,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1996,55,3.7273
854,855,Diva (1981),01-Jan-1981,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1981,66,3.7273
130,131,Breakfast at Tiffany's (1961),01-Jan-1961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1961,95,3.7263
418,419,Mary Poppins (1964),01-Jan-1964,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1964,178,3.7247
92,93,Welcome to the Dollhouse (1995),24-May-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,112,3.7232
377,378,Miracle on 34th Street (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,101,3.7228
791,792,Bullets Over Broadway (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,86,3.7209
81,82,Jurassic Park (1993),01-Jan-1993,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,261,3.7203
282,283,Emma (1996),02-Aug-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,177,3.7175
261,262,In the Company of Men (1997),01-Aug-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,66,3.7121
236,237,Jerry Maguire (1996),13-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,384,3.7109
98,99,Snow White and the Seven Dwarfs (1937),01-Jan-1937,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1937,172,3.7093
54,55,"Professional, The (1994)",01-Jan-1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1994,149,3.7047
501,502,Bananas (1971),01-Jan-1971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1971,57,3.7018
601,602,"American in Paris, An (1951)",01-Jan-1951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1951,50,3.7
214,215,Field of Dreams (1989),01-Jan-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,212,3.6981
275,276,Leaving Las Vegas (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,298,3.698
116,117,"Rock, The (1996)",07-Jun-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,378,3.6931
156,157,Platoon (1986),01-Jan-1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1986,127,3.6929
432,433,Heathers (1989),01-Jan-1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,171,3.6901
302,303,Ulee's Gold (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,134,3.6866
281,282,"Time to Kill, A (1996)",13-Jul-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,232,3.6853
187,188,Full Metal Jacket (1987),01-Jan-1987,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1987,170,3.6824
310,311,"Wings of the Dove, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1997,75,3.68
685,686,"Perfect World, A (1993)",01-Jan-1993,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,50,3.68
698,699,Little Women (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,102,3.6765
247,248,Grosse Pointe Blank (1997),11-Apr-1997,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1997,160,3.675
403,404,Pinocchio (1940),01-Jan-1940,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,101,3.6733
557,558,Heavenly Creatures (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1994,70,3.6714
469,470,Tombstone (1993),01-Jan-1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,108,3.6667
291,292,Rosewood (1997),21-Feb-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,114,3.6667
419,420,Alice in Wonderland (1951),01-Jan-1951,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1951,81,3.6667
745,746,Real Genius (1985),01-Jan-1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,119,3.6639
69,70,Four Weddings and a Funeral (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,251,3.6614
494,495,Around the World in 80 Days (1956),01-Jan-1956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,59,3.661
1118,1119,Some Kind of Wonderful (1987),01-Jan-1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1987,59,3.661
221,222,Star Trek: First Contact (1996),22-Nov-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,365,3.6603
285,286,"English Patient, The (1996)",15-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1996,481,3.657
343,344,"Apostle, The (1997)",18-Dec-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,55,3.6545
517,518,Miller's Crossing (1990),01-Jan-1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,89,3.6517
731,732,Dave (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,180,3.65
692,693,Casino (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,91,3.6484
567,568,Speed (1994),01-Jan-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994,230,3.6478
57,58,Quiz Show (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,175,3.6457
741,742,Ransom (1996),08-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,267,3.6442
304,305,"Ice Storm, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,87,3.6437
345,346,Jackie Brown (1997),01-Jan-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997,126,3.6429
151,152,Sleeper (1973),01-Jan-1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1973,82,3.6341
150,151,Willy Wonka and the Chocolate Factory (1971),01-Jan-1971,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,326,3.6319
299,300,Air Force One (1997),01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,431,3.6311
30,31,Crimson Tide (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1995,154,3.6299
691,692,"American President, The (1995)",01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,164,3.628
630,631,"Crying Game, The (1992)",01-Jan-1992,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1992,119,3.6218
460,461,Smoke (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,74,3.6216
91,92,True Romance (1993),01-Jan-1993,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993,104,3.6154
712,713,Othello (1995),18-Dec-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,72,3.6111
470,471,Courage Under Fire (1996),08-Mar-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996,221,3.6109
886,887,Eve's Bayou (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,64,3.6094
46,47,Ed Wood (1994),01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,133,3.6015
581,582,"Piano, The (1993)",01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1993,168,3.6012
590,591,Primal Fear (1996),30-Mar-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,178,3.6011
309,310,"Rainmaker, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,145,3.6
938,939,Murder in the First (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995,60,3.6
465,466,Red Rock West (1992),01-Jan-1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,52,3.5962
269,270,Gattaca (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1997,136,3.5956
507,508,"People vs. Larry Flynt, The (1996)",27-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,215,3.5953
381,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,111,3.5946
420,421,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,106,3.5943
332,333,"Game, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1997,251,3.5936
286,287,Marvin's Room (1996),18-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,78,3.5897
163,164,"Abyss, The (1989)",01-Jan-1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1989,151,3.5894
90,91,"Nightmare Before Christmas, The (1993)",01-Jan-1993,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1993,143,3.5874
339,340,Boogie Nights (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,189,3.5873
608,609,Father of the Bride (1950),01-Jan-1950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,60,3.5833
417,418,Cinderella (1950),01-Jan-1950,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950,129,3.5814
565,566,Clear and Present Danger (1994),01-Jan-1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,179,3.5698
709,710,Better Off Dead... (1985),01-Jan-1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,79,3.5696
272,273,Heat (1995),01-Jan-1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1995,223,3.5695
548,549,Rob Roy (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1995,92,3.5652
464,465,"Jungle Book, The (1994)",01-Jan-1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,85,3.5647
384,385,True Lies (1994),01-Jan-1994,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,208,3.5625
124,125,Phenomenon (1996),29-Jun-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,244,3.5574
161,162,On Golden Pond (1981),01-Jan-1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1981,106,3.5566
674,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",01-Jan-1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,54,3.5556
80,81,"Hudsucker Proxy, The (1994)",01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,110,3.5545
162,163,"Return of the Pink Panther, The (1974)",01-Jan-1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,92,3.5543
777,778,Don Juan DeMarco (1995),01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,76,3.5526
3,4,Get Shorty (1995),01-Jan-1995,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,209,3.5502
380,381,Muriel's Wedding (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,100,3.55
65,66,While You Were Sleeping (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,162,3.5494
240,241,"Last of the Mohicans, The (1992)",01-Jan-1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1992,128,3.5469
583,584,"Secret Garden, The (1993)",01-Jan-1993,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,79,3.5443
391,392,"Man Without a Face, The (1993)",01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,68,3.5441
649,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957,72,3.5417
87,88,Sleepless in Seattle (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,213,3.5399
330,331,"Edge, The (1997)",26-Sep-1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,113,3.5398
64,65,What's Eating Gilbert Grape (1993),01-Jan-1993,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,115,3.5391
127,128,Supercop (1992),26-Jul-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,65,3.5385
303,304,Fly Away Home (1996),13-Sep-1996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,149,3.5369
430,431,Highlander (1986),01-Jan-1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,153,3.5359
435,436,"American Werewolf in London, An (1981)",01-Jan-1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,99,3.5354
413,414,My Favorite Year (1982),01-Jan-1982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,62,3.5323
1011,1012,Private Parts (1997),07-Mar-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,100,3.53
672,673,Cape Fear (1962),01-Jan-1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1962,86,3.5233
200,201,Evil Dead II (1987),01-Jan-1987,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,89,3.5169
306,307,"Devil's Advocate, The (1997)",01-Jan-1997,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1997,188,3.516
992,993,Hercules (1997),27-Jun-1997,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,66,3.5152
627,628,Sleepers (1996),18-Oct-1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1996,169,3.5148
238,239,Sneakers (1992),01-Jan-1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1992,150,3.5133
346,347,Wag the Dog (1997),09-Jan-1998,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,137,3.5109
446,447,Carrie (1976),01-Jan-1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,121,3.5041
140,141,"20,000 Leagues Under the Sea (1954)",01-Jan-1954,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1954,72,3.5
273,274,Sabrina (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,190,3.5
500,501,Dumbo (1941),01-Jan-1941,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1941,123,3.4959
1064,1065,Koyaanisqatsi (1983),01-Jan-1983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1983,53,3.4906
723,724,Circle of Friends (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,76,3.4868
353,354,"Wedding Singer, The (1998)",13-Feb-1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,72,3.4861
110,111,"Truth About Cats & Dogs, The (1996)",26-Apr-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,272,3.4853
415,416,Old Yeller (1957),01-Jan-1957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957,64,3.4844
641,642,"Grifters, The (1990)",01-Jan-1990,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1990,89,3.4831
160,161,Top Gun (1986),01-Jan-1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1986,220,3.4818
728,729,Nell (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,81,3.4815
249,250,"Fifth Element, The (1997)",09-May-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,197,3.4772
739,740,Jane Eyre (1996),05-Apr-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,63,3.4762
707,708,"Sex, Lies, and Videotape (1989)",01-Jan-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,101,3.4752
146,147,"Long Kiss Goodnight, The (1996)",05-Oct-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,185,3.4703
72,73,Maverick (1994),01-Jan-1994,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,128,3.4688
958,959,Dazed and Confused (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,64,3.4688
844,845,That Thing You Do! (1996),28-Sep-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,176,3.4659
276,277,Restoration (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,71,3.4648
401,402,Ghost (1990),01-Jan-1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1990,170,3.4647
159,160,Glengarry Glen Ross (1992),01-Jan-1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,69,3.4638
331,332,Kiss the Girls (1997),01-Jan-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1997,143,3.4615
746,747,Benny & Joon (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,102,3.4608
726,727,Immortal Beloved (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994,63,3.4603
805,806,Menace II Society (1993),01-Jan-1993,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1993,50,3.46
1015,1016,Con Air (1997),06-Jun-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,137,3.4599
366,367,Clueless (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,170,3.4588
689,690,Seven Years in Tibet (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1997,155,3.4581
50,51,Legends of the Fall (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1994,81,3.4568
211,212,"Unbearable Lightness of Being, The (1988)",01-Jan-1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,92,3.4565
743,744,Michael Collins (1996),11-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996,92,3.4565
217,218,Cape Fear (1991),01-Jan-1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,171,3.4561
32,33,Desperado (1995),01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1995,97,3.4536
25,26,"Brothers McMullen, The (1995)",01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,73,3.4521
23,24,Rumble in the Bronx (1995),23-Feb-1996,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,174,3.4483
740,741,"Last Supper, The (1995)",05-Apr-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,58,3.4483
229,230,Star Trek IV: The Voyage Home (1986),01-Jan-1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1986,199,3.4472
720,721,Mallrats (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,54,3.4444
24,25,"Birdcage, The (1996)",08-Mar-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,293,3.4437
287,288,Scream (1996),20-Dec-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1996,478,3.4414
120,121,Independence Day (ID4) (1996),03-Jul-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1996,429,3.4382
183,184,Army of Darkness (1993),01-Jan-1993,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1993,116,3.431
108,109,Mystery Science Theater 3000: The Movie (1996),19-Apr-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,130,3.4308
402,403,Batman (1989),01-Jan-1989,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989,201,3.4279
750,751,Tomorrow Never Dies (1997),01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1997,180,3.4278
